正文 nz
的 uj
花棒 n
所 c
统治 v
。 x
那 r
紫蓝 nr
里稼 n
出 v
粉红 b
颜色 n
的 uj
花朵 n
， x
将 d
会 v
开满 v
这 r
荒沙 n
野地 n
… x
… x
播种 v
完 v
后 f
， x
我 r
每天 r
都 d
往 p
这些 r
沙丘 nr
上 f
跑 v
。 x
半个 m
月 m
后 f
， x
我 r
终于 d
欣喜 a
地 uv
看见 v
了 ul
第 m
一棵 m
花棒 n
苗 n
。 x
我 r
兴奋 v
得 ud
不知 v
如何是好 l
。 x
我 r
躺 v
在 p
沙堆 n
里 f
， x
看着 v
这 r
刚 d
冒出 v
地面 n
的 uj
小 n
生命 vn
， x
心里 s
涌 v
上 f
一股 m
甜蜜 a
的 uj
感情 n
― x
― x
就 d
像 v
母亲 n
看着 v
自己 r
刚出生 i
的 uj
孩子 n
一样 r
。 x
不知 v
为什么 r
， x
这时 r
我 r
想起 v
了 ul
自己 r
从 p
毕业 n
到 v
现在 t
的 uj
全部 n
不幸 a
的 uj
生活 vn
际遇 n
； x
也 d
想到 v
了 ul
自己 r
孤单 a
一 m
人 n
到 v
这里 r
所 c
受过 v
的 uj
那些 r
艰辛 a
… x
… x
我 r
躺 v
在 p
沙丘 nr
上 f
， x
躺 v
在 p
我 r
的 uj
“ x
孩子 n
” x
的 uj
身边 s
， x
望 v
着 uz
白云 nr
在 p
蔚蓝色 nr
的 uj
天上 s
流动 vn
着 uz
， x
四野 ns
里 f
静 v
得 ud
没有 v
一点 m
声响 n
。 x
远处 s
农场 n
那边 r
， x
偶尔 d
传来 v
一声 m
马 n
的 uj
嘶叫 v
， x
才 d
打破 v
这 r
梦 n
一般 a
的 uj
寂静 a
。 x
是 v
的 uj
， x
多么 r
寂静 a
… x
… x
人 n
在 p
静下来 l
的 uj
时候 n
， x
反倒 v
容易 a
想起 v
那些 r
五彩缤纷 i
的 uj
人生 n
场景 n
。 x
此刻 r
， x
我 r
又 d
不由得 d
想起 v
了 ul
在 p
省城 n
和 c
薛峰 x
在 p
一起 m
度过 v
的 uj
那些 r
时光 n
… x
… x
现在 t
， x
那里 r
的 uj
石榴花 n
一定 d
又 d
开 v
得 ud
像 v
火 n
一样 r
红 a
了 ul
吧 y
？ x
亲爱 a
的 uj
人 n
还 d
记得 v
我们 r
一起 m
唱 v
过 ug
的 uj
歌 n
吗 y
？ x
“ x
花儿 n
为什么 r
这样 r
红 a
？ x
红 a
得 ud
好像 v
烯 x
烧 v
的 uj
火焰 n
。 x
它 r
象征 v
着 uz
纯洁 a
的 uj
友谊 nr
和 c
爱情 n
… x
… x
” x
而 c
城市 ns
郊外 s
的 uj
麦田 nr
， x
现在 t
肯定 v
已经 d
是 v
一片 m
绿 a
汪汪 nr
的 uj
海洋 ns
了 ul
。 x
我们 r
两 m
经常 d
去 v
的 uj
那个 r
“ x
老 a
地方 n
” x
， x
水渠 n
两岸 f
的 uj
杨柳 nr
一定 d
长 a
得 ud
像 v
两堵 m
绿色 n
的 uj
墙 n
， x
那 r
清澈 a
的 uj
渠水 n
正 d
喧哗 v
着 uz
从 p
其间 r
淌 v
过 ug
… x
… x
一切 r
， x
都 d
成 v
了 ul
过去 t
。 x
亲爱 a
的 uj
“ x
老 a
地方 n
” x
！ x
我 r
是 v
再也不会 l
去 v
你 r
那里 r
了 ul
， x
但 c
我 r
永远 d
记得 v
我 r
和 c
他 r
在 p
你 r
那里 r
所 c
度过 v
的 uj
那些 r
甜蜜 a
的 uj
时光 n
… x
… x
是 v
的 uj
， x
这 r
一切 r
都 d
过 ug
了 ul
。 x
但 c
我 r
无限 v
的 uj
情思 n
还 d
通向 n
那里 r
― x
… x
那里 r
有 v
我 r
热爱 a
的 uj
人 n
。 x
尽管 c
我们 r
已经 d
这样 r
了 ul
。 x
我 r
仍然 d
爱 v
他 r
。 x
我 r
怎么 r
也 d
想不到 l
， x
这 r
爱 v
的 uj
最后 f
结果 n
将 d
会 v
是 v
什么 r
… x
… x
可是 c
他 r
呢 y
？ x
他 r
现在 t
还 d
像 v
我 r
爱 v
他 r
一样 r
爱我吗 n
？ x
我 r
已经 d
很 zg
长时间 l
没有 v
收到 v
他 r
的 uj
信 n
了 ul
。 x
也许 d
他 r
忙 v
， x
也许 d
他 r
到 v
外地 n
出差 v
去 v
了 ul
… x
… x
在 p
以后 f
的 uj
几天 m
里 f
， x
我 r
把 p
一切 r
又 d
都 d
忘 v
了 ul
。 x
我 r
只是 c
怀着 v
一种 m
疯狂 a
的 uj
兴奋 v
， x
从 p
这个 r
大沙梁 nr
跑 v
到 v
另 r
一个 m
大沙 ns
梁 ns
。 x
我 r
看见 v
我 r
的 uj
花棒 n
已经 d
大片大片 nz
从 p
沙 n
里面 f
冒出来 v
― x
― x
无数 m
的 uj
生命 vn
破天荒 i
在 p
这 r
毛 nr
之 u
地 uv
诞生 v
了 ul
！ x
可是 c
， x
有 v
一个 m
沙丘 nr
上 f
的 uj
情况 n
却 d
叫 v
我 r
伤心 n
万分 m
： x
这里 r
的 uj
播种者 n
竟然 d
把 p
种籽 n
大把大把 m
埋 v
在 p
地下 s
， x
现在 t
隔 v
老远 nr
出来 v
一大 a
丛 nr
， x
大部分 m
地方 n
没有 v
一棵 m
苗 n
。 x
这 r
是 v
偷工 v
所 c
造成 v
的 uj
恶劣 a
后果 n
。 x
这 r
意味着 v
这 r
座 q
沙丘 nr
将来 t
会 v
像 v
秃子 n
的 uj
头发 n
一样 r
稀稀拉拉 z
― x
― x
根本 a
起 v
不到 v
固沙 ns
作用 v
！ x
我 r
回 v
局限 n
一下 m
， x
这个 r
沙后 nr
介 v
我们 r
农场 n
工人 n
播种 v
的 uj
。 x
我 r
的 uj
愉快 a
此刻 r
一扫而光 i
了 ul
。 x
我 r
几乎 d
是 v
跑 v
着 uz
回到 v
农场 n
， x
去 v
找 v
曹生荣 x
。 x
曹生荣 x
正光 n
着 uz
上身 v
， x
和 c
侯会计 x
坐在 v
宿舍 n
外面 f
。 x
从 p
那 r
麻木 nr
的 uj
神态 n
和 c
各 r
方面 n
判断 v
， x
这 r
两个 m
又 d
是 v
刚 d
喝完 v
酒 n
。 x
尽管 c
他 r
光着 v
上身 v
， x
极 d
不雅观 n
。 x
但 c
我 r
还是 c
不顾一切 i
走到 v
他 r
跟前 f
， x
说 v
： x
“ x
曹生荣 x
， x
咱们 r
农场 n
工人 n
播种 v
花棒 n
偷工 v
。 x
他们 r
负责 v
的 uj
那个 r
沙丘 nr
都 d
是 v
把 p
种籽 n
大把大把 m
埋 v
在 p
地下 s
， x
现在 t
… x
… x
” x
“ x
怎 r
？ x
” x
他 r
瞪 v
着 uz
一双 m
醉眼 n
看着 v
我 r
。 x
“ x
你 r
去 v
看 v
一下 m
。 x
” x
我 r
说 v
。 x
“ x
你 r
不 d
看 v
我 r
醉 v
了 ul
吗 y
？ x
” x
他 r
非常 d
可笑 v
地 uv
说 v
。 x
“ x
你 r
醉 v
了 ul
也 d
得 ud
去 v
！ x
” x
我 r
强硬 a
地 uv
说 v
。 x
这时 r
， x
旁边 f
那个 r
无耻 a
的 uj
侯会计 x
开口 n
说 v
： x
“ x
哎呀 e
， x
你 r
这么 r
厉害 a
！ x
曹生荣 x
的 uj
老婆 n
也 d
不敢 d
这么 r
说 v
曹生荣 x
… x
… x
” x
我 r
忍不住 v
骂 v
了 ul
一句 m
： x
“ x
把 p
你 r
的 uj
粪 n
嘴 n
闭住 v
！ x
” x
“ x
风嘴 n
！ x
我 r
是 v
雨 n
嘴 n
… x
… x
” x
“ x
驴 n
嘴 n
！ x
” x
曹生荣 x
醉醺醺 z
地 uv
对 p
另 r
一个 m
醉鬼 n
说 v
。 x
他 r
现在 t
勉强 v
起来 v
， x
回 v
宿舍 n
穿 v
了 ul
件 q
衣服 n
， x
出来 v
说 v
： x
“ x
看 v
就 d
看吧 n
， x
已经 d
成 v
了 ul
那 r
样子 n
， x
看 v
了 ul
又 d
能 v
怎 r
？ x
” x
不管怎样 l
， x
我 r
得 ud
让 v
这个 r
醉鬼 n
领导 n
去 v
看看 v
。 x
我 r
看 v
他 r
走 v
咱 r
的确 d
有点 n
东倒西歪 i
， x
我 r
只好 d
去 v
把 p
吴有雄 x
叫 v
来 v
。 x
吴有雄 x
搀扶着 y
曹生荣 x
， x
我们 r
三个 m
就 d
一块 m
来到 v
这个 r
沙兵 nr
。 x
曹生荣 x
尽管 c
醉 v
了 ul
， x
但 c
也 d
看到 v
了 ul
他 r
派去 v
的 uj
人手 n
做下 v
了 ul
什么 r
营生 n
， x
醉 v
脸上 s
露出 v
了 ul
尴尬 a
。 x
“ x
怎办 l
？ x
” x
他 r
问 v
我 r
。 x
“ x
补种 n
。 x
” x
我 r
说 v
。 x
“ x
补种 n
？ x
” x
“ x
嗯 e
。 x
” x
旁边 f
的 uj
吴有雄 x
对 p
曹生荣 x
说 v
： x
“ x
这 r
两天 m
我 r
不 d
出车 v
， x
把 p
这事 r
交给 v
我 r
吧 y
。 x
你 r
只 d
给 p
我 r
拨 v
个 q
人数 n
， x
具体 a
人 n
我 r
来 v
找 v
。 x
曹生荣 x
， x
不管 c
怎 r
说 v
， x
你 r
是 v
一场 m
之 u
长 a
， x
咱们 r
就 d
这样 r
搞 v
生产 vn
， x
恐怕 d
非 h
烂包 x
不可 v
。 x
实际上 d
， x
现在 t
已经 d
烂包 x
了 ul
！ x
” x
曹生荣 x
的 uj
酒 n
似乎 d
也 d
醒 v
了 ul
点 m
， x
面 n
有 v
愧色 a
地 uv
说 v
： x
“ x
确实 ad
烂包 x
了 ul
… x
… x
他妈的 l
！ x
我 r
看 v
还 d
不如 c
把 p
这 r
农场 n
解散 v
了 ul
！ x
龟 ns
子孙 nr
们 k
， x
只 d
忙 v
着 uz
回家 n
路 n
责任田 n
， x
谁 r
操心 v
这 r
农场 n
的 uj
事 n
哩 y
？ x
” x
“ x
那 r
你 r
呢 y
？ x
” x
吴有雄 x
不 d
客气 n
地 uv
问 v
他 r
。 x
“ x
我 r
？ x
我 r
明说 v
在 p
这里 r
混日子 nz
哩 y
！ x
过 ug
两年 m
退休 v
回城 ns
呀 y
！ x
我 r
才 d
不 d
把 p
这 r
骨头 n
埋 v
在 p
黄沙 ns
里 f
呢 y
！ x
！ x
我 r
能 v
来 v
当 p
这个 r
烂 v
场长 n
就 d
不错 a
了 ul
， x
我 r
不 d
知道 v
呆 v
在 p
城里 s
的 uj
单位 n
享福 v
？ x
” x
他 r
振振有词 i
， x
似乎 d
有 v
什么 r
功劳 n
了 ul
。 x
我 r
顾不上 l
和 c
他 r
磨嘴 v
， x
我 r
只 d
关心 n
我 r
的 uj
花棒 n
。 x
我 r
对 p
曹生荣 x
说 v
： x
“ x
一定 d
要 v
补种 n
。 x
” x
曹生荣 x
只好 d
说 v
： x
“ x
补 v
就 d
补 v
吧 y
， x
让 v
吴有雄 x
负责 v
找 v
人 n
去 v
… x
… x
” x
第二天 m
， x
我 r
就 d
和 c
吴有雄 x
带 v
着 uz
一些 m
工人 n
， x
重新 a
补种 n
了 ul
这个 r
沙丘 nr
。 x
这些 r
工人 n
都 d
很 d
老实 n
， x
又 d
都 d
是 v
吴有雄 x
的 uj
朋友 n
， x
因此 c
活 n
干得 v
既 c
认真 ad
又 d
负责 v
。 x
好 a
了 ul
， x
开头 v
的 uj
工作 vn
尽管 c
难 a
， x
但 c
终于 d
熬过来 v
了 ul
… x
… x
转眼间 t
， x
三个 m
月 m
过去 t
了 ul
。 x
不用说 l
， x
我 r
的 uj
花棒 n
已经 d
在 p
沙漠 n
里 f
扎下 v
了 ul
根 p
。 x
我 r
从早到晚 l
， x
天天 t
都 d
在 p
这 r
几十个 m
大 a
沙梁 n
上 f
巡视 v
着 uz
， x
以防 v
附近 f
生产队 n
的 uj
羊群 n
和 c
性口 n
来 v
侵害 v
。 x
我 r
在 p
这些 r
沙丘 nr
上 f
洒下 v
了 ul
许多 m
汗水 n
， x
但 c
也 d
得到 v
了 ul
说不出 v
的 uj
喜悦 a
― x
― x
劳动 vn
和 c
收获 v
的 uj
喜悦 a
， x
皮肤 n
是 v
黑 a
了 ul
， x
手 n
也 d
粗糙 a
了 ul
； x
衣服 n
经常 d
邋里邋遢 z
， x
头发 n
乱糟糟 z
的 uj
像 v
一棵 m
沙蓬 nr
， x
并且 c
经常 d
像 v
男人 n
们 k
一样 r
赤脚 n
片 q
走路 n
… x
… x
但 c
我 r
的 uj
心灵 n
却 d
从来 d
没有 v
这样 r
充实 ad
过 ug
。 x
我 r
现在 t
也 d
基本上 n
适应 v
了 ul
这时 r
的 uj
生活 vn
， x
我 r
的 uj
房子 n
也 d
变得 v
像 v
个 q
女 n
同志 n
的 uj
宿舍 n
了 ul
。 x
吴有雄 x
已经 d
帮助 v
我 r
用 p
柳条 n
和 c
废 v
报纸 n
糊 v
了 ul
个 q
天花板 n
， x
把 p
屋顶 n
上 f
那些 r
“ x
蟒蛇 n
” x
遮盖起来 i
。 x
他 r
甚至 d
从 p
城里 s
捎 v
回来 v
一些 m
白灰 n
， x
把 p
我 r
的 uj
墙壁 s
粉刷 v
得 ud
雪白 z
。 x
我 r
先前 t
已 d
坐 v
吴有雄 x
的 uj
拖拉机 n
回 v
了 ul
一趟 m
城里 s
的 uj
机关 n
， x
把 p
我 r
的 uj
铺盖 v
和 c
大部分 m
生活用品 n
都 d
搬到 v
了 ul
这里 r
。 x
我 r
用 p
画报 n
把 p
炕 n
周围 f
贴 v
了 ul
一圈 m
， x
房子 n
里 f
一下子 m
变得 v
洁净 z
而 c
有 v
了 ul
生气 n
。 x
我 r
还 d
在 p
门前 s
种 m
了 ul
一些 m
牵牛花 nz
― x
― x
现在 t
它 r
的 uj
蔓子 n
已经 d
扯 v
长 a
， x
常常 d
在 p
早晨 t
或者 c
晚间 t
， x
把 p
那 r
鲜艳 a
而 c
相互 d
的 uj
花朵 n
缀 v
满 a
了 ul
我 r
的 uj
窗户 n
… x
… x
沙漠 n
里 f
的 uj
夏天 t
是 v
一 m
年间 t
最好 a
的 uj
季节 n
。 x
天高地 nz
阔 a
。 x
空气清新 z
， x
甚至 d
有 v
一点 m
甜丝丝 z
的 uj
味道 n
。 x
当然 d
， x
阳光 nr
是 v
炎热 a
的 uj
， x
但 c
沙漠 n
用 p
它 r
那 r
松软 a
的 uj
皮肤 n
尽情 d
地 uv
吸收 v
着 uz
热量 n
。 x
太阳 ns
一 m
落 v
， x
很快 d
就 d
凉 v
率 v
下来 t
。 x
风是 n
轻微 d
的 uj
， x
吃 v
在 p
人 n
裸露 v
的 uj
胳膊 n
腿 n
上 f
， x
像 v
孩子 n
的 uj
手掌 n
在 p
轻轻 d
抚摸 v
。 x
农场 n
周围 f
在 p
庄稼 n
由于 c
管理 vn
不好 d
， x
长 a
得 ud
并 c
不景气 a
， x
但 c
仍然 d
叫 v
人 n
喜爱 v
。 x
谷子 n
有 v
的 uj
已经 d
开始 v
抽穗 v
； x
大片 n
的 uj
向日葵 n
正 d
开得 v
金灿灿 nr
的 uj
― x
― x
那炽 nr
的 uj
花朵 n
常常 d
会 v
引起 v
人 n
一种 m
激情 n
。 x
荞麦 n
也 d
正在 t
开花 n
， x
白粉 n
粉 n
的 uj
， x
像 v
一片 m
轻柔 a
的 uj
云彩 nr
落到 v
了 ul
田野 nr
上 f
。 x
农田 n
外 f
墨绿 nr
的 uj
沙蒿 n
， x
鹅黄 b
的 uj
沙柳 nr
， x
淡红 z
的 uj
雾 n
柳 n
， x
都 d
正在 t
发旺 l
。 x
撵 zg
狼嚎 n
草像 n
灰色 n
的 uj
浓雾 n
一般 a
漫 v
在 p
洼地 n
里 f
。 x
开 v
小红花 nr
的 uj
秃 a
钮子 n
草 n
、 x
肥头大耳 l
的 uj
羊 n
耳根子 n
、 x
棉蓬 n
、 x
抓 v
地草 n
、 x
马前草 nr
、 x
苍耳 nr
、 x
苦菜 n
、 x
蒲公英 nr
、 x
水灰 n
条 n
、 x
旱灰 n
条 n
， x
点缀 v
在 p
灌木丛 n
中 f
。 x
小路 n
两边 f
和 c
房前 s
屋后 s
的 uj
土地 n
上 f
， x
形成 v
了 ul
一个 m
极其 d
热闹 a
纷繁 a
的 uj
植物 n
的 uj
世界 n
。 x
谁 r
能 v
想到 v
， x
沙漠 n
里 f
还有 v
这样 r
的 uj
天地 n
呢 y
？ x
实际上 d
， x
只要 c
人 n
的 uj
脚步 n
可以 c
到达 v
的 uj
地方 n
， x
就 d
会 v
有 v
青草 n
、 x
鲜花 n
和 c
其它 r
的 uj
生命 vn
。 x
实际上 d
， x
就是 d
现在 t
那些 r
繁花似锦 i
的 uj
大城市 ns
， x
说不定 l
以前 f
也 d
是 v
一片 m
荒凉 a
； x
是 v
过去 t
一代 m
一代 m
的 uj
人们 n
用 p
汗 n
、 x
血 n
和 c
生命 vn
的 uj
代价 n
才 d
开拓 v
出来 v
的 uj
― x
― x
现在 t
生活 vn
在 p
那里 r
的 uj
人们 n
， x
是不是 l
越过 d
这 r
一片 m
繁华 a
， x
用 p
自己 r
的 uj
眼睛 n
看到 v
过去 t
这 r
一页 m
页 m
人类 n
劳动 vn
和 c
创造 v
的 uj
历史 n
呢 y
？ x
是 v
的 uj
， x
幸福 a
属于 v
现在 t
的 uj
人们 n
， x
而 c
光荣 nr
则 d
属于 v
过去 t
的 uj
开拓者 n
。 x
我们 r
有权 n
获得 v
前人 n
创造 v
的 uj
幸福 a
， x
但 c
也 d
有 v
责任 n
继续 v
为 p
后代 t
开拓 v
… x
… x
不要 df
想 v
这么 r
多 m
― x
― x
这 r
是 v
常识 n
。 x
为什么 r
不想 v
呢 y
？ x
我们 r
在生活中 l
往往 t
忽略 d
的 uj
是 v
常识 n
― x
― x
而 c
这 r
往往 t
也 d
是 v
重要 a
要 v
的 uj
。 x
你们 r
知道 v
， x
不管 c
我 r
怎样 r
认识 v
这 r
一切 r
， x
但 c
我 r
现在 t
生活 vn
的 uj
这个 r
天地 n
， x
给 p
我 r
带来 v
的 uj
是 v
说 v
不尽 d
的 uj
愉快 a
。 x
为了 p
我 r
的 uj
愉快 a
， x
我 r
要 v
深深 b
感谢 v
一个 m
人 n
， x
不用 v
我 r
说 v
， x
你们 r
也 d
会 v
猜出 v
我 r
的 uj
指的 n
是 v
谁 r
。 x
是 v
的 uj
， x
我 r
说 v
的 uj
是 v
吴有雄 x
。 x
他 r
对 p
我 r
的 uj
帮助 v
， x
你们 r
已经 d
看到 v
了 ul
。 x
最近 f
， x
恶毒 n
的 uj
侯会计 x
已经 d
在 p
散布 v
我 r
和 c
吴有雄 x
的 uj
流言蜚语 i
。 x
我 r
并 c
不 d
因此 c
就 d
躲避 v
吴有雄 x
。 x
我 r
像 v
对 p
大哥 n
一样 r
信任 n
他 r
。 x
再说 c
， x
这里 r
谁 r
都 d
知道 v
， x
我 r
已经 d
有 v
了 ul
男朋友 n
， x
他 r
在 p
省城 n
工作 vn
― x
― x
为了 p
在 p
这样 r
一个 m
全 a
是 v
男人 n
的 uj
环境 n
里 f
生活 vn
， x
我 r
早就 d
让 v
所有 b
的 uj
人 n
都 d
知道 v
了 ul
这 r
一点 m
。 x
十三 m
（ x
薛峰 x
） x
真热 a
。 x
许厌 v
的 uj
夏天 t
又 d
来 v
。 x
这个 r
城市 ns
立刻 d
就 d
像 v
被扣 n
在 p
了 ul
一个 m
大 a
蒸笼 n
里 f
， x
不管 c
穿 v
多 m
薄 a
的 uj
衣服 n
， x
白天黑夜 i
都 d
被 p
汗水 n
弄 v
得 ud
浑身 n
湿透 v
。 x
我 r
的 uj
心 n
也 d
是 v
热 a
的 uj
！ x
现在 t
， x
我 r
和 c
贺敏 x
的 uj
受 v
仍然 d
处于 v
热烈 a
的 uj
状态 n
中 f
。 x
我 r
承认 v
， x
恋爱 v
影响 vn
了 ul
我 r
的 uj
工作 vn
。 x
因而 c
也 d
响 v
了 ul
我 r
在 p
编辑部 n
的 uj
威信 nz
… x
… x
现在 t
我 r
想 v
起来 v
了 ul
， x
自从 p
上次 t
我 r
没 d
把 p
那 r
封 q
断交 v
信塞 n
到 v
邮筒 n
后 f
， x
我 r
已经 d
收到 v
郑小芳 x
的 uj
好 a
几封信 n
， x
但 c
我 r
一直 d
还 d
没有 v
给 p
她 r
回信 v
。 x
回 v
什么 r
信 n
呢 y
？ x
如果说 c
我 r
现在 t
已经 d
完全 ad
打消 v
了 ul
和 c
郑小芳 x
一块 m
生活 vn
的 uj
想法 v
， x
这 r
是 v
真的 d
。 x
但是 c
如果说 c
我 r
在 p
和 c
贺敏 x
的 uj
恋爱 v
中 f
已经 d
把 p
郑小芳 x
从 p
感情 n
上 f
一笔勾销 i
， x
这 r
可不是 c
真的 d
。 x
每当 p
想到 v
她 r
， x
心里 s
就 d
不由 a
不客 n
起 v
一缕 m
负疚 an
的 uj
感情 n
。 x
我 r
之所以 c
下 f
不了 v
决心 v
给 p
她 r
写信 v
， x
就是 d
因为 c
这个 r
原因 n
。 x
要是 c
写信 v
， x
我 r
就 d
不能 v
回避 v
我 r
目前 t
和 c
贺敏 x
的 uj
关系 n
― x
― x
因此 c
一直 d
拖 v
着 uz
。 x
现在 t
看来 v
， x
这个 r
装聋作哑 i
的 uj
局面 n
是 v
很 d
再 d
维持下去 i
了 ul
， x
我 r
必须 d
很快 d
各 r
她 r
说明 v
一切 r
― x
― x
我们 r
要 v
彻底 ad
分手 v
。 x
分手 v
？ x
是 v
的 uj
， x
分手 v
。 x
分手 v
就 d
分手 v
吧 y
！ x
拿 v
凤姐 nr
的话 u
说 v
： x
天下 s
没有 v
不散 v
的 uj
筵席 n
。 x
我 r
经过 p
反复 v
犹豫 a
， x
终于 d
下决心 v
给 p
郑小芳 x
写 v
了 ul
一封 m
短信 n
― x
― x
一封 m
断交 v
的 uj
信 n
， x
寄出去 v
信 n
寄出去 v
以后 f
， x
我 r
一个 m
人 n
在 p
宿舍 n
里 f
偷偷 d
哭 v
了 ul
一场 m
。 x
不管怎样 l
， x
我 r
爱 v
过 ug
她 r
， x
我 r
现在 t
仍然 d
爱 v
她 r
― x
… x
仅仅 d
是 v
不能 v
在 p
一块 m
生活 vn
才 d
弄 v
成 v
了 ul
今天 t
这样 r
一个 m
下场 n
。 x
唉 zg
！ x
我 r
个人 n
的 uj
一段 m
历史 n
就 d
这样 r
被 p
一封 m
简短 v
的 uj
书信 n
结束 v
了 ul
… x
… x
但 c
原 b
我 r
和 c
她 r
都 d
能 v
承受 v
住 v
这个 r
痛苦 an
。 x
我们 r
年轻 a
， x
各自 r
还有 v
漫长 n
的 uj
道路 n
要 v
走 v
… x
… x
流 v
了 ul
许多 m
泪水 n
， x
心里 s
反而 c
轻松 a
了 ul
。 x
从 p
精神 n
上 f
说 v
， x
我 r
似乎 d
卸掉 v
了 ul
一 m
沉重 a
的 uj
包袱 n
。 x
现在 t
我 r
成 v
了 ul
一个 m
自由人 n
。 x
不用说 l
， x
我 r
把 p
我 r
的 uj
感情 n
依附 v
在 p
了 ul
贺敏 x
的 uj
身上 s
， x
现在 t
在 p
我 r
的 uj
眼里 s
， x
她 r
就是 d
我 r
的 uj
爱人 n
。 x
我 r
整天 m
开始 v
在 p
脑子里 n
编辑 n
着 uz
未来 t
家庭 n
生活 vn
的 uj
美好 a
花环 nr
… x
… x
为了 p
知 v
贺敏 x
的 uj
“ x
现代化 vn
” x
风度 n
相适应 n
， x
我 r
用 p
积攒 v
的 uj
一点 m
钱 n
， x
买 v
了 ul
一套 m
上海 ns
出 v
的 uj
时髦 nr
的 uj
青年装 b
， x
三接头 n
皮鞋 n
擦 v
得 ud
黑明 z
锃亮 z
， x
并且 c
还 d
买 v
了 ul
一副 m
廉价 n
的 uj
蛤蟆镜 n
。 x
头发 n
也 d
故意 d
留长 v
了 ul
― x
― x
可惜 v
不是 c
串 v
脸 n
胡 nr
， x
因此 c
无法 n
留大 v
鬓角 n
。 x
编辑部 n
的 uj
人 n
都 d
开始 v
用 p
异样 d
的 uj
目光 n
看待 v
我 r
。 x
我 r
知道 v
大家 n
在 p
背后 f
怎样 r
议论 n
― x
― x
肯定 v
说 v
我 r
是 v
受 v
了 ul
资产阶级 n
的 uj
影响 vn
。 x
我 r
不管 c
这些 r
。 x
我 r
是 v
个 q
青年 t
诗人 n
。 x
― x
― x
诗人 n
应该 v
浪漫 a
一些 m
， x
就是 d
衣着 n
穿戴 v
也 d
应 v
和 c
一般 a
人 n
不 d
一样 r
。 x
大家 n
议论 n
吧 y
！ x
现在 t
是 v
新 a
时代 n
， x
难道 d
只有 c
剃 v
个 q
光头 n
和 c
穿 v
一条 m
大 a
档裤 n
大算 d
思想意识 l
好 a
吗 y
？ x
当然 d
， x
不是 c
为了 p
贺敏 x
， x
我 r
也 d
不会 v
这样 r
的 uj
。 x
我 r
希望 v
同志 n
们 k
谅解 v
我 r
― x
… x
我 r
现在 t
正 d
谈恋爱 v
。 x
你们 r
大家 n
也 d
有 v
过 ug
年轻 a
的 uj
时候 n
， x
也 d
谈 v
过 ug
恋爱 v
吧 y
？ x
我 r
整天 m
头脑 n
热烘烘 z
地 uv
和 c
贺敏 x
泡 v
在 p
一起 m
， x
两个 m
人 n
好 a
得 ud
像 v
一个 m
人 n
。 x
可是 c
， x
有 v
一天 m
， x
在 p
我 r
和 c
她 r
之间 f
却 d
出现 v
了 ul
一宗 m
不 d
愉快 a
的 uj
事 n
。 x
那 r
一天 m
晚饭 n
后 f
， x
我 r
和 c
贺敏 x
本来 t
约 d
好 a
去 v
和平 nz
电影院 n
看 v
香港电影 n
《 x
三 m
笑 v
》 x
。 x
这 r
片子 n
我们 r
一块 m
已经 d
看过 v
三次 m
， x
但 c
还 d
想 v
看 v
一次 m
。 x
我 r
像 v
通常 d
那样 r
， x
在 p
电影 n
开演 v
前 f
五分钟 m
赶到 v
电影院 n
门口 s
等 u
她 r
。 x
但 c
一直 d
等到 v
电影 n
开演 v
， x
她 r
还 d
没有 v
来 v
。 x
这 r
真 d
奇怪 v
： x
她 r
从来 d
在 p
这种 r
事 n
上 f
不失 v
约 d
。 x
是不是 l
出 v
了 ul
什么 r
紧 a
事 n
？ x
我 r
决定 v
再 d
等 u
一会 m
。 x
又 d
过 ug
了 ul
有 v
一刻钟 m
， x
她 r
还 d
没来 v
。 x
我 r
的 uj
心 n
一紧 d
： x
是不是 l
她 r
病 n
了 ul
？ x
我 r
于是 c
骑 v
着 uz
车子 n
， x
火急火燎 i
地向 n
她 r
的 uj
单位 n
赶 v
去 v
。 x
我 r
进 v
了 ul
省 n
艺术 n
的 uj
馆 ng
的 uj
办公 n
院 n
。 x
她 r
是 v
单身 n
， x
办公室 n
也 d
就是 d
她 r
的 uj
宿舍 n
。 x
院子 n
里 f
一 m
摆 v
溜 v
房子 n
都 d
黑 a
着 uz
灯 n
。 x
好 a
， x
她 r
的 uj
宿舍 n
亮 v
着 uz
灯光 n
― x
― x
这 r
证明 n
她 r
在 p
。 x
我 r
怀着 v
紧张 a
的 uj
心情 n
来到 v
她 r
房门 n
上 f
， x
用 p
指关节 n
轻轻 d
敲 v
了 ul
敲门 v
。 x
里面 f
竟 d
没有 v
声音 n
。 x
她 r
不 d
在 p
？ x
我 r
又 d
用 p
轻敲 v
了 ul
敲 v
， x
这 r
才 d
听见 v
那 r
熟悉 v
的 uj
声音 n
问 n
： x
“ x
谁 r
？ x
” x
“ x
我 r
。 x
” x
听见 v
贺敏 x
“ x
噢 e
！ x
” x
地 uv
叫 v
了 ul
一声 m
， x
接着 c
就 d
找 v
开了门 l
。 x
我 r
进 v
了 ul
门 n
， x
一下子 m
怔住 v
了 ul
。 x
我 r
看见 v
单人 n
沙发 nz
上 f
坐 v
着 uz
一位 m
风度翩翩 i
的 uj
男青年 n
。 x
贺敏 x
看着 v
我 r
， x
突然 ad
两手 m
一 m
拍 v
